,Learning Rate,Max Depth,Boosting Count,R2
2821,3.5938136638046276,3,4,0.145
2822,3.5938136638046276,3,5,0.7325
2823,3.5938136638046276,3,6,0.7325
2824,3.5938136638046276,3,7,0.7325
2825,3.5938136638046276,3,8,0.7325
2826,3.5938136638046276,3,9,0.7325
2827,3.5938136638046276,3,10,0.7325
2828,3.5938136638046276,3,11,0.7325
2829,3.5938136638046276,3,12,0.7325
2830,3.5938136638046276,3,13,0.7325
2831,3.5938136638046276,3,14,0.7325
2832,3.5938136638046276,3,15,0.7325
2833,3.5938136638046276,3,16,0.7325
2834,3.5938136638046276,3,17,0.7325
2835,3.5938136638046276,3,18,0.7325
2836,3.5938136638046276,3,19,0.7325
2837,3.5938136638046276,3,20,0.7325
2838,3.5938136638046276,3,21,0.7325
2839,3.5938136638046276,3,22,0.7325
2840,3.5938136638046276,3,23,0.7325
2841,3.5938136638046276,3,24,0.7325
2842,3.5938136638046276,3,25,0.7325
2843,3.5938136638046276,3,26,0.7325
2844,3.5938136638046276,3,27,0.7325
2845,3.5938136638046276,3,28,0.7325
2846,3.5938136638046276,3,29,0.7325
2847,3.5938136638046276,3,30,0.7325
2848,3.5938136638046276,3,31,0.7325
2849,3.5938136638046276,3,32,0.7325
2850,3.5938136638046276,3,33,0.7325
2851,3.5938136638046276,3,34,0.7325
2852,3.5938136638046276,3,35,0.7325
2853,3.5938136638046276,3,36,0.7325
2854,3.5938136638046276,3,37,0.7325
2855,3.5938136638046276,3,38,0.7325
2856,3.5938136638046276,3,39,0.7325
2857,3.5938136638046276,3,40,0.7325
2858,3.5938136638046276,3,41,0.7325
2859,3.5938136638046276,3,42,0.7325
2860,3.5938136638046276,3,43,0.7325
2861,3.5938136638046276,3,44,0.7325
2862,3.5938136638046276,3,45,0.7325
2863,3.5938136638046276,3,46,0.7325
2864,3.5938136638046276,3,47,0.7325
2865,3.5938136638046276,3,48,0.7325
2866,3.5938136638046276,3,49,0.7325
2867,3.5938136638046276,4,3,0.72
2868,3.5938136638046276,4,4,0.25
2869,3.5938136638046276,4,5,0.6875
2870,3.5938136638046276,4,6,0.6675
2871,3.5938136638046276,4,7,0.67
2872,3.5938136638046276,4,8,0.67
2873,3.5938136638046276,4,9,0.67
2874,3.5938136638046276,4,10,0.67
2875,3.5938136638046276,4,11,0.67
2876,3.5938136638046276,4,12,0.67
2877,3.5938136638046276,4,13,0.67
2878,3.5938136638046276,4,14,0.67
2879,3.5938136638046276,4,15,0.67
2880,3.5938136638046276,4,16,0.67
2881,3.5938136638046276,4,17,0.67
2882,3.5938136638046276,4,18,0.67
2883,3.5938136638046276,4,19,0.67
2884,3.5938136638046276,4,20,0.67
2885,3.5938136638046276,4,21,0.67
2886,3.5938136638046276,4,22,0.67
2887,3.5938136638046276,4,23,0.67
2888,3.5938136638046276,4,24,0.67
2889,3.5938136638046276,4,25,0.67
2890,3.5938136638046276,4,26,0.67
2891,3.5938136638046276,4,27,0.67
2892,3.5938136638046276,4,28,0.67
2893,3.5938136638046276,4,29,0.67
2894,3.5938136638046276,4,30,0.67
2895,3.5938136638046276,4,31,0.67
2896,3.5938136638046276,4,32,0.67
2897,3.5938136638046276,4,33,0.67
2898,3.5938136638046276,4,34,0.67
2899,3.5938136638046276,4,35,0.67
2900,3.5938136638046276,4,36,0.67
2901,3.5938136638046276,4,37,0.67
2902,3.5938136638046276,4,38,0.67
2903,3.5938136638046276,4,39,0.67
2904,3.5938136638046276,4,40,0.67
2905,3.5938136638046276,4,41,0.67
2906,3.5938136638046276,4,42,0.67
2907,3.5938136638046276,4,43,0.67
2908,3.5938136638046276,4,44,0.67
2909,3.5938136638046276,4,45,0.67
2910,3.5938136638046276,4,46,0.67
2911,3.5938136638046276,4,47,0.67
2912,3.5938136638046276,4,48,0.67
2913,3.5938136638046276,4,49,0.67
2914,3.5938136638046276,5,3,0.7
2915,3.5938136638046276,5,4,0.145
2916,3.5938136638046276,5,5,0.17
2917,3.5938136638046276,5,6,0.1725
2918,3.5938136638046276,5,7,0.1175
2919,3.5938136638046276,5,8,0.1175
2920,3.5938136638046276,5,9,0.1175
2921,3.5938136638046276,5,10,0.1175
2922,3.5938136638046276,5,11,0.1175
2923,3.5938136638046276,5,12,0.1175
2924,3.5938136638046276,5,13,0.1175
2925,3.5938136638046276,5,14,0.1175
2926,3.5938136638046276,5,15,0.1175
2927,3.5938136638046276,5,16,0.1175
2928,3.5938136638046276,5,17,0.1175
2929,3.5938136638046276,5,18,0.1175
2930,3.5938136638046276,5,19,0.1175
2931,3.5938136638046276,5,20,0.1175
2932,3.5938136638046276,5,21,0.1175
2933,3.5938136638046276,5,22,0.1175
2934,3.5938136638046276,5,23,0.1175
2935,3.5938136638046276,5,24,0.1175
2936,3.5938136638046276,5,25,0.1175
2937,3.5938136638046276,5,26,0.1175
2938,3.5938136638046276,5,27,0.1175
2939,3.5938136638046276,5,28,0.1175
2940,3.5938136638046276,5,29,0.1175
2941,3.5938136638046276,5,30,0.1175
2942,3.5938136638046276,5,31,0.1175
2943,3.5938136638046276,5,32,0.1175
2944,3.5938136638046276,5,33,0.1175
2945,3.5938136638046276,5,34,0.1175
2946,3.5938136638046276,5,35,0.1175
2947,3.5938136638046276,5,36,0.1175
2948,3.5938136638046276,5,37,0.1175
2949,3.5938136638046276,5,38,0.1175
2950,3.5938136638046276,5,39,0.1175
2951,3.5938136638046276,5,40,0.1175
2952,3.5938136638046276,5,41,0.1175
2953,3.5938136638046276,5,42,0.1175
2954,3.5938136638046276,5,43,0.1175
2955,3.5938136638046276,5,44,0.1175
2956,3.5938136638046276,5,45,0.1175
2957,3.5938136638046276,5,46,0.1175
2958,3.5938136638046276,5,47,0.1175
2959,3.5938136638046276,5,48,0.1175
2960,3.5938136638046276,5,49,0.1175
2961,3.5938136638046276,6,3,0.81
2962,3.5938136638046276,6,4,0.4225
2963,3.5938136638046276,6,5,0.2025
2964,3.5938136638046276,6,6,0.8325
2965,3.5938136638046276,6,7,0.7975
2966,3.5938136638046276,6,8,0.7975
2967,3.5938136638046276,6,9,0.7975
2968,3.5938136638046276,6,10,0.7975
2969,3.5938136638046276,6,11,0.7975
2970,3.5938136638046276,6,12,0.7975
2971,3.5938136638046276,6,13,0.7975
2972,3.5938136638046276,6,14,0.7975
2973,3.5938136638046276,6,15,0.7975
2974,3.5938136638046276,6,16,0.7975
2975,3.5938136638046276,6,17,0.7975
2976,3.5938136638046276,6,18,0.7975
2977,3.5938136638046276,6,19,0.7975
2978,3.5938136638046276,6,20,0.7975
2979,3.5938136638046276,6,21,0.7975
2980,3.5938136638046276,6,22,0.7975
2981,3.5938136638046276,6,23,0.7975
2982,3.5938136638046276,6,24,0.7975
2983,3.5938136638046276,6,25,0.7975
2984,3.5938136638046276,6,26,0.7975
2985,3.5938136638046276,6,27,0.7975
2986,3.5938136638046276,6,28,0.7975
2987,3.5938136638046276,6,29,0.7975
2988,3.5938136638046276,6,30,0.7975
2989,3.5938136638046276,6,31,0.7975
2990,3.5938136638046276,6,32,0.7975
2991,3.5938136638046276,6,33,0.7975
2992,3.5938136638046276,6,34,0.7975
2993,3.5938136638046276,6,35,0.7975
2994,3.5938136638046276,6,36,0.7975
2995,3.5938136638046276,6,37,0.7975
2996,3.5938136638046276,6,38,0.7975
2997,3.5938136638046276,6,39,0.795
2998,3.5938136638046276,6,40,0.795
2999,3.5938136638046276,6,41,0.795
3000,3.5938136638046276,6,42,0.795
3001,3.5938136638046276,6,43,0.795
3002,3.5938136638046276,6,44,0.795
3003,3.5938136638046276,6,45,0.795
3004,3.5938136638046276,6,46,0.795
3005,3.5938136638046276,6,47,0.795
3006,3.5938136638046276,6,48,0.795
3007,3.5938136638046276,6,49,0.795
3008,3.5938136638046276,7,3,0.795
3009,3.5938136638046276,7,4,0.8225
3010,3.5938136638046276,7,5,0.78
3011,3.5938136638046276,7,6,0.86
3012,3.5938136638046276,7,7,0.57
3013,3.5938136638046276,7,8,0.35
3014,3.5938136638046276,7,9,0.3075
3015,3.5938136638046276,7,10,0.31
3016,3.5938136638046276,7,11,0.31
3017,3.5938136638046276,7,12,0.31
3018,3.5938136638046276,7,13,0.31
3019,3.5938136638046276,7,14,0.31
3020,3.5938136638046276,7,15,0.31
3021,3.5938136638046276,7,16,0.31
3022,3.5938136638046276,7,17,0.31
3023,3.5938136638046276,7,18,0.31
3024,3.5938136638046276,7,19,0.31
3025,3.5938136638046276,7,20,0.31
3026,3.5938136638046276,7,21,0.31
3027,3.5938136638046276,7,22,0.31
3028,3.5938136638046276,7,23,0.31
3029,3.5938136638046276,7,24,0.31
3030,3.5938136638046276,7,25,0.31
3031,3.5938136638046276,7,26,0.31
3032,3.5938136638046276,7,27,0.31
3033,3.5938136638046276,7,28,0.31
3034,3.5938136638046276,7,29,0.31
3035,3.5938136638046276,7,30,0.31
3036,3.5938136638046276,7,31,0.31
3037,3.5938136638046276,7,32,0.31
3038,3.5938136638046276,7,33,0.31
3039,3.5938136638046276,7,34,0.31
3040,3.5938136638046276,7,35,0.31
3041,3.5938136638046276,7,36,0.31
3042,3.5938136638046276,7,37,0.31
3043,3.5938136638046276,7,38,0.31
3044,3.5938136638046276,7,39,0.31
3045,3.5938136638046276,7,40,0.31
3046,3.5938136638046276,7,41,0.31
3047,3.5938136638046276,7,42,0.31
3048,3.5938136638046276,7,43,0.31
3049,3.5938136638046276,7,44,0.31
3050,3.5938136638046276,7,45,0.31
3051,3.5938136638046276,7,46,0.31
3052,3.5938136638046276,7,47,0.31
3053,3.5938136638046276,7,48,0.31
3054,3.5938136638046276,7,49,0.31
3055,3.5938136638046276,8,3,0.85
3056,3.5938136638046276,8,4,0.7575
3057,3.5938136638046276,8,5,0.7125
3058,3.5938136638046276,8,6,0.72
3059,3.5938136638046276,8,7,0.7225
3060,3.5938136638046276,8,8,0.7275
3061,3.5938136638046276,8,9,0.725
3062,3.5938136638046276,8,10,0.7275
3063,3.5938136638046276,8,11,0.7275
3064,3.5938136638046276,8,12,0.725
3065,3.5938136638046276,8,13,0.7275
3066,3.5938136638046276,8,14,0.725
3067,3.5938136638046276,8,15,0.71
3068,3.5938136638046276,8,16,0.3275
3069,3.5938136638046276,8,17,0.38
3070,3.5938136638046276,8,18,0.3875
3071,3.5938136638046276,8,19,0.3925
3072,3.5938136638046276,8,20,0.3925
3073,3.5938136638046276,8,21,0.3925
3074,3.5938136638046276,8,22,0.3925
3075,3.5938136638046276,8,23,0.3925
3076,3.5938136638046276,8,24,0.3925
3077,3.5938136638046276,8,25,0.3925
3078,3.5938136638046276,8,26,0.3925
3079,3.5938136638046276,8,27,0.3925
3080,3.5938136638046276,8,28,0.3925
3081,3.5938136638046276,8,29,0.3925
3082,3.5938136638046276,8,30,0.3925
3083,3.5938136638046276,8,31,0.3925
3084,3.5938136638046276,8,32,0.39
3085,3.5938136638046276,8,33,0.39
3086,3.5938136638046276,8,34,0.39
3087,3.5938136638046276,8,35,0.3925
3088,3.5938136638046276,8,36,0.3925
3089,3.5938136638046276,8,37,0.3925
3090,3.5938136638046276,8,38,0.39
3091,3.5938136638046276,8,39,0.3925
3092,3.5938136638046276,8,40,0.3925
3093,3.5938136638046276,8,41,0.3925
3094,3.5938136638046276,8,42,0.3925
3095,3.5938136638046276,8,43,0.3925
3096,3.5938136638046276,8,44,0.3925
3097,3.5938136638046276,8,45,0.3925
3098,3.5938136638046276,8,46,0.3925
3099,3.5938136638046276,8,47,0.3925
3100,3.5938136638046276,8,48,0.3925
3101,3.5938136638046276,8,49,0.3925
3102,3.5938136638046276,9,3,0.7875
3103,3.5938136638046276,9,4,0.76
3104,3.5938136638046276,9,5,0.7775
3105,3.5938136638046276,9,6,0.7725
3106,3.5938136638046276,9,7,0.78
3107,3.5938136638046276,9,8,0.785
3108,3.5938136638046276,9,9,0.785
3109,3.5938136638046276,9,10,0.7825
3110,3.5938136638046276,9,11,0.785
3111,3.5938136638046276,9,12,0.7875
3112,3.5938136638046276,9,13,0.7825
3113,3.5938136638046276,9,14,0.7875
3114,3.5938136638046276,9,15,0.7825
3115,3.5938136638046276,9,16,0.79
3116,3.5938136638046276,9,17,0.7825
3117,3.5938136638046276,9,18,0.79
3118,3.5938136638046276,9,19,0.7875
3119,3.5938136638046276,9,20,0.7925
3120,3.5938136638046276,9,21,0.785
3121,3.5938136638046276,9,22,0.795
3122,3.5938136638046276,9,23,0.785
3123,3.5938136638046276,9,24,0.795
3124,3.5938136638046276,9,25,0.7875
3125,3.5938136638046276,9,26,0.79
3126,3.5938136638046276,9,27,0.7875
3127,3.5938136638046276,9,28,0.79
3128,3.5938136638046276,9,29,0.7875
3129,3.5938136638046276,9,30,0.7875
3130,3.5938136638046276,9,31,0.7875
3131,3.5938136638046276,9,32,0.7925
3132,3.5938136638046276,9,33,0.7875
3133,3.5938136638046276,9,34,0.79
3134,3.5938136638046276,9,35,0.7875
3135,3.5938136638046276,9,36,0.79
3136,3.5938136638046276,9,37,0.785
3137,3.5938136638046276,9,38,0.79
3138,3.5938136638046276,9,39,0.7825
3139,3.5938136638046276,9,40,0.79
3140,3.5938136638046276,9,41,0.7825
3141,3.5938136638046276,9,42,0.79
3142,3.5938136638046276,9,43,0.7825
3143,3.5938136638046276,9,44,0.79
3144,3.5938136638046276,9,45,0.7825
3145,3.5938136638046276,9,46,0.79
3146,3.5938136638046276,9,47,0.7825
3147,3.5938136638046276,9,48,0.79
3148,3.5938136638046276,9,49,0.7825
3149,3.5938136638046276,10,3,0.8475
3150,3.5938136638046276,10,4,0.8475
3151,3.5938136638046276,10,5,0.8575
3152,3.5938136638046276,10,6,0.8625
3153,3.5938136638046276,10,7,0.865
3154,3.5938136638046276,10,8,0.8725
3155,3.5938136638046276,10,9,0.88
3156,3.5938136638046276,10,10,0.87
3157,3.5938136638046276,10,11,0.875
3158,3.5938136638046276,10,12,0.87
3159,3.5938136638046276,10,13,0.8725
3160,3.5938136638046276,10,14,0.88
3161,3.5938136638046276,10,15,0.8825
3162,3.5938136638046276,10,16,0.875
3163,3.5938136638046276,10,17,0.8875
3164,3.5938136638046276,10,18,0.8725
3165,3.5938136638046276,10,19,0.88
3166,3.5938136638046276,10,20,0.88
3167,3.5938136638046276,10,21,0.8825
3168,3.5938136638046276,10,22,0.8825
3169,3.5938136638046276,10,23,0.8875
3170,3.5938136638046276,10,24,0.8825
3171,3.5938136638046276,10,25,0.8825
3172,3.5938136638046276,10,26,0.8825
3173,3.5938136638046276,10,27,0.885
3174,3.5938136638046276,10,28,0.8825
3175,3.5938136638046276,10,29,0.8875
3176,3.5938136638046276,10,30,0.88
3177,3.5938136638046276,10,31,0.885
3178,3.5938136638046276,10,32,0.8775
3179,3.5938136638046276,10,33,0.885
3180,3.5938136638046276,10,34,0.8775
3181,3.5938136638046276,10,35,0.885
3182,3.5938136638046276,10,36,0.8775
3183,3.5938136638046276,10,37,0.8875
3184,3.5938136638046276,10,38,0.875
3185,3.5938136638046276,10,39,0.885
3186,3.5938136638046276,10,40,0.875
3187,3.5938136638046276,10,41,0.885
3188,3.5938136638046276,10,42,0.8775
3189,3.5938136638046276,10,43,0.8825
3190,3.5938136638046276,10,44,0.8775
3191,3.5938136638046276,10,45,0.8825
3192,3.5938136638046276,10,46,0.8775
3193,3.5938136638046276,10,47,0.8825
3194,3.5938136638046276,10,48,0.8775
3195,3.5938136638046276,10,49,0.8825
3196,3.5938136638046276,11,3,0.86
3197,3.5938136638046276,11,4,0.8525
3198,3.5938136638046276,11,5,0.8725
3199,3.5938136638046276,11,6,0.87
3200,3.5938136638046276,11,7,0.8825
3201,3.5938136638046276,11,8,0.8825
3202,3.5938136638046276,11,9,0.87
3203,3.5938136638046276,11,10,0.8775
3204,3.5938136638046276,11,11,0.885
3205,3.5938136638046276,11,12,0.8825
3206,3.5938136638046276,11,13,0.8825
3207,3.5938136638046276,11,14,0.88
3208,3.5938136638046276,11,15,0.8825
3209,3.5938136638046276,11,16,0.88
3210,3.5938136638046276,11,17,0.885
3211,3.5938136638046276,11,18,0.88
3212,3.5938136638046276,11,19,0.8825
3213,3.5938136638046276,11,20,0.88
3214,3.5938136638046276,11,21,0.8775
3215,3.5938136638046276,11,22,0.8725
3216,3.5938136638046276,11,23,0.8775
3217,3.5938136638046276,11,24,0.8725
3218,3.5938136638046276,11,25,0.875
3219,3.5938136638046276,11,26,0.87
3220,3.5938136638046276,11,27,0.8775
3221,3.5938136638046276,11,28,0.87
3222,3.5938136638046276,11,29,0.8775
3223,3.5938136638046276,11,30,0.87
3224,3.5938136638046276,11,31,0.8775
3225,3.5938136638046276,11,32,0.87
3226,3.5938136638046276,11,33,0.8775
3227,3.5938136638046276,11,34,0.87
3228,3.5938136638046276,11,35,0.8775
3229,3.5938136638046276,11,36,0.87
3230,3.5938136638046276,11,37,0.8775
3231,3.5938136638046276,11,38,0.87
3232,3.5938136638046276,11,39,0.8775
3233,3.5938136638046276,11,40,0.87
3234,3.5938136638046276,11,41,0.8775
3235,3.5938136638046276,11,42,0.87
3236,3.5938136638046276,11,43,0.8775
3237,3.5938136638046276,11,44,0.87
3238,3.5938136638046276,11,45,0.8775
3239,3.5938136638046276,11,46,0.87
3240,3.5938136638046276,11,47,0.8775
3241,3.5938136638046276,11,48,0.87
3242,3.5938136638046276,11,49,0.8775
3243,3.5938136638046276,12,3,0.83
3244,3.5938136638046276,12,4,0.8425
3245,3.5938136638046276,12,5,0.8725
3246,3.5938136638046276,12,6,0.8725
3247,3.5938136638046276,12,7,0.87
3248,3.5938136638046276,12,8,0.87
3249,3.5938136638046276,12,9,0.87
3250,3.5938136638046276,12,10,0.8625
3251,3.5938136638046276,12,11,0.87
3252,3.5938136638046276,12,12,0.87
3253,3.5938136638046276,12,13,0.8625
3254,3.5938136638046276,12,14,0.875
3255,3.5938136638046276,12,15,0.8625
3256,3.5938136638046276,12,16,0.8775
3257,3.5938136638046276,12,17,0.855
3258,3.5938136638046276,12,18,0.86
3259,3.5938136638046276,12,19,0.865
3260,3.5938136638046276,12,20,0.865
3261,3.5938136638046276,12,21,0.865
3262,3.5938136638046276,12,22,0.8675
3263,3.5938136638046276,12,23,0.8675
3264,3.5938136638046276,12,24,0.8675
3265,3.5938136638046276,12,25,0.8675
3266,3.5938136638046276,12,26,0.87
3267,3.5938136638046276,12,27,0.87
3268,3.5938136638046276,12,28,0.8725
3269,3.5938136638046276,12,29,0.8725
3270,3.5938136638046276,12,30,0.8725
3271,3.5938136638046276,12,31,0.8725
3272,3.5938136638046276,12,32,0.8725
3273,3.5938136638046276,12,33,0.8725
3274,3.5938136638046276,12,34,0.8725
3275,3.5938136638046276,12,35,0.8725
3276,3.5938136638046276,12,36,0.8725
3277,3.5938136638046276,12,37,0.8725
3278,3.5938136638046276,12,38,0.8725
3279,3.5938136638046276,12,39,0.8725
3280,3.5938136638046276,12,40,0.8725
3281,3.5938136638046276,12,41,0.8725
3282,3.5938136638046276,12,42,0.8725
3283,3.5938136638046276,12,43,0.8725
3284,3.5938136638046276,12,44,0.8725
3285,3.5938136638046276,12,45,0.8725
3286,3.5938136638046276,12,46,0.8725
3287,3.5938136638046276,12,47,0.8725
3288,3.5938136638046276,12,48,0.8725
3289,3.5938136638046276,12,49,0.8725
3290,3.5938136638046276,13,3,0.8375
3291,3.5938136638046276,13,4,0.8375
3292,3.5938136638046276,13,5,0.84
3293,3.5938136638046276,13,6,0.84
3294,3.5938136638046276,13,7,0.845
3295,3.5938136638046276,13,8,0.84
3296,3.5938136638046276,13,9,0.845
3297,3.5938136638046276,13,10,0.84
3298,3.5938136638046276,13,11,0.845
3299,3.5938136638046276,13,12,0.84
3300,3.5938136638046276,13,13,0.845
3301,3.5938136638046276,13,14,0.84
3302,3.5938136638046276,13,15,0.845
3303,3.5938136638046276,13,16,0.84
3304,3.5938136638046276,13,17,0.845
3305,3.5938136638046276,13,18,0.84
3306,3.5938136638046276,13,19,0.845
3307,3.5938136638046276,13,20,0.84
3308,3.5938136638046276,13,21,0.845
3309,3.5938136638046276,13,22,0.84
3310,3.5938136638046276,13,23,0.845
3311,3.5938136638046276,13,24,0.84
3312,3.5938136638046276,13,25,0.845
3313,3.5938136638046276,13,26,0.84
3314,3.5938136638046276,13,27,0.845
3315,3.5938136638046276,13,28,0.84
3316,3.5938136638046276,13,29,0.845
3317,3.5938136638046276,13,30,0.84
3318,3.5938136638046276,13,31,0.845
3319,3.5938136638046276,13,32,0.84
3320,3.5938136638046276,13,33,0.845
3321,3.5938136638046276,13,34,0.84
3322,3.5938136638046276,13,35,0.845
3323,3.5938136638046276,13,36,0.84
3324,3.5938136638046276,13,37,0.845
3325,3.5938136638046276,13,38,0.84
3326,3.5938136638046276,13,39,0.845
3327,3.5938136638046276,13,40,0.84
3328,3.5938136638046276,13,41,0.845
3329,3.5938136638046276,13,42,0.84
3330,3.5938136638046276,13,43,0.845
3331,3.5938136638046276,13,44,0.84
3332,3.5938136638046276,13,45,0.845
3333,3.5938136638046276,13,46,0.84
3334,3.5938136638046276,13,47,0.845
3335,3.5938136638046276,13,48,0.84
3336,3.5938136638046276,13,49,0.845
3337,3.5938136638046276,14,3,0.8375
3338,3.5938136638046276,14,4,0.8375
3339,3.5938136638046276,14,5,0.84
3340,3.5938136638046276,14,6,0.84
3341,3.5938136638046276,14,7,0.845
3342,3.5938136638046276,14,8,0.84
3343,3.5938136638046276,14,9,0.845
3344,3.5938136638046276,14,10,0.84
3345,3.5938136638046276,14,11,0.845
3346,3.5938136638046276,14,12,0.84
3347,3.5938136638046276,14,13,0.845
3348,3.5938136638046276,14,14,0.84
3349,3.5938136638046276,14,15,0.845
3350,3.5938136638046276,14,16,0.84
3351,3.5938136638046276,14,17,0.845
3352,3.5938136638046276,14,18,0.84
3353,3.5938136638046276,14,19,0.845
3354,3.5938136638046276,14,20,0.84
3355,3.5938136638046276,14,21,0.845
3356,3.5938136638046276,14,22,0.84
3357,3.5938136638046276,14,23,0.845
3358,3.5938136638046276,14,24,0.84
3359,3.5938136638046276,14,25,0.845
3360,3.5938136638046276,14,26,0.84
3361,3.5938136638046276,14,27,0.845
3362,3.5938136638046276,14,28,0.84
3363,3.5938136638046276,14,29,0.845
3364,3.5938136638046276,14,30,0.84
3365,3.5938136638046276,14,31,0.845
3366,3.5938136638046276,14,32,0.84
3367,3.5938136638046276,14,33,0.845
3368,3.5938136638046276,14,34,0.84
3369,3.5938136638046276,14,35,0.845
3370,3.5938136638046276,14,36,0.84
3371,3.5938136638046276,14,37,0.845
3372,3.5938136638046276,14,38,0.84
3373,3.5938136638046276,14,39,0.845
3374,3.5938136638046276,14,40,0.84
3375,3.5938136638046276,14,41,0.845
3376,3.5938136638046276,14,42,0.84
3377,3.5938136638046276,14,43,0.845
3378,3.5938136638046276,14,44,0.84
3379,3.5938136638046276,14,45,0.845
3380,3.5938136638046276,14,46,0.84
3381,3.5938136638046276,14,47,0.845
3382,3.5938136638046276,14,48,0.84
3383,3.5938136638046276,14,49,0.845
3384,4.641588833612778,3,3,0.7325
3385,4.641588833612778,3,4,0.145
3386,4.641588833612778,3,5,0.145
3387,4.641588833612778,3,6,0.145
3388,4.641588833612778,3,7,0.145
3389,4.641588833612778,3,8,0.145
3390,4.641588833612778,3,9,0.145
3391,4.641588833612778,3,10,0.145
3392,4.641588833612778,3,11,0.145
3393,4.641588833612778,3,12,0.145
3394,4.641588833612778,3,13,0.145
3395,4.641588833612778,3,14,0.145
3396,4.641588833612778,3,15,0.145
3397,4.641588833612778,3,16,0.145
3398,4.641588833612778,3,17,0.145
3399,4.641588833612778,3,18,0.145
3400,4.641588833612778,3,19,0.145
3401,4.641588833612778,3,20,0.145
3402,4.641588833612778,3,21,0.145
3403,4.641588833612778,3,22,0.145
3404,4.641588833612778,3,23,0.145
3405,4.641588833612778,3,24,0.145
3406,4.641588833612778,3,25,0.145
3407,4.641588833612778,3,26,0.145
3408,4.641588833612778,3,27,0.145
3409,4.641588833612778,3,28,0.145
3410,4.641588833612778,3,29,0.145
3411,4.641588833612778,3,30,0.145
3412,4.641588833612778,3,31,0.145
3413,4.641588833612778,3,32,0.145
3414,4.641588833612778,3,33,0.145
3415,4.641588833612778,3,34,0.145
3416,4.641588833612778,3,35,0.145
3417,4.641588833612778,3,36,0.145
3418,4.641588833612778,3,37,0.145
3419,4.641588833612778,3,38,0.145
3420,4.641588833612778,3,39,0.145
3421,4.641588833612778,3,40,0.145
3422,4.641588833612778,3,41,0.145
3423,4.641588833612778,3,42,0.145
3424,4.641588833612778,3,43,0.145
3425,4.641588833612778,3,44,0.145
3426,4.641588833612778,3,45,0.145
3427,4.641588833612778,3,46,0.145
3428,4.641588833612778,3,47,0.145
3429,4.641588833612778,3,48,0.145
3430,4.641588833612778,3,49,0.145
3431,4.641588833612778,4,3,0.7325
3432,4.641588833612778,4,4,0.1525
3433,4.641588833612778,4,5,0.155
3434,4.641588833612778,4,6,0.155
3435,4.641588833612778,4,7,0.155
3436,4.641588833612778,4,8,0.155
3437,4.641588833612778,4,9,0.155
3438,4.641588833612778,4,10,0.155
3439,4.641588833612778,4,11,0.155
3440,4.641588833612778,4,12,0.155
3441,4.641588833612778,4,13,0.155
3442,4.641588833612778,4,14,0.155
3443,4.641588833612778,4,15,0.155
3444,4.641588833612778,4,16,0.155
3445,4.641588833612778,4,17,0.155
3446,4.641588833612778,4,18,0.155
3447,4.641588833612778,4,19,0.155
3448,4.641588833612778,4,20,0.155
3449,4.641588833612778,4,21,0.155
3450,4.641588833612778,4,22,0.155
3451,4.641588833612778,4,23,0.155
3452,4.641588833612778,4,24,0.155
3453,4.641588833612778,4,25,0.155
3454,4.641588833612778,4,26,0.155
3455,4.641588833612778,4,27,0.155
3456,4.641588833612778,4,28,0.155
3457,4.641588833612778,4,29,0.155
3458,4.641588833612778,4,30,0.155
3459,4.641588833612778,4,31,0.155
3460,4.641588833612778,4,32,0.155
3461,4.641588833612778,4,33,0.155
3462,4.641588833612778,4,34,0.155
3463,4.641588833612778,4,35,0.155
3464,4.641588833612778,4,36,0.155
3465,4.641588833612778,4,37,0.155
3466,4.641588833612778,4,38,0.155
3467,4.641588833612778,4,39,0.155
3468,4.641588833612778,4,40,0.155
3469,4.641588833612778,4,41,0.155
3470,4.641588833612778,4,42,0.155
3471,4.641588833612778,4,43,0.155
3472,4.641588833612778,4,44,0.155
3473,4.641588833612778,4,45,0.155
3474,4.641588833612778,4,46,0.155
3475,4.641588833612778,4,47,0.155
3476,4.641588833612778,4,48,0.155
3477,4.641588833612778,4,49,0.155
3478,4.641588833612778,5,3,0.74
3479,4.641588833612778,5,4,0.7
3480,4.641588833612778,5,5,0.715
3481,4.641588833612778,5,6,0.68
3482,4.641588833612778,5,7,0.6575
3483,4.641588833612778,5,8,0.6675
3484,4.641588833612778,5,9,0.6675
3485,4.641588833612778,5,10,0.6675
3486,4.641588833612778,5,11,0.6675
3487,4.641588833612778,5,12,0.6675
3488,4.641588833612778,5,13,0.6675
3489,4.641588833612778,5,14,0.6675
3490,4.641588833612778,5,15,0.6675
3491,4.641588833612778,5,16,0.6675
3492,4.641588833612778,5,17,0.6675
3493,4.641588833612778,5,18,0.6675
3494,4.641588833612778,5,19,0.6675
3495,4.641588833612778,5,20,0.6675
3496,4.641588833612778,5,21,0.6675
3497,4.641588833612778,5,22,0.6675
3498,4.641588833612778,5,23,0.6675
3499,4.641588833612778,5,24,0.6675
3500,4.641588833612778,5,25,0.6675
3501,4.641588833612778,5,26,0.6675
3502,4.641588833612778,5,27,0.6675
3503,4.641588833612778,5,28,0.6675
3504,4.641588833612778,5,29,0.6675
3505,4.641588833612778,5,30,0.6675
3506,4.641588833612778,5,31,0.6675
3507,4.641588833612778,5,32,0.6675
3508,4.641588833612778,5,33,0.6675
3509,4.641588833612778,5,34,0.6675
